Gene,Alpha_mean,Alpha_std,Beta_mean,Beta_std,EMD_Bursty,EMD_OT,Delta_EMD,OT_difficulty
Pou5f1,0.6818443,0.3654716,0.3181557,0.3654716,0.24980671280664796,0.3096127549387637,0.059806042132115766,1.590911422269934
Sox2,0.85305023,0.27260953,0.14694977,0.27260953,2.2615102802052633,1.703697884844816,-0.5578123953604472,14.482833256396889
Esrrb,0.7661424,0.30981413,0.23385757,0.30981413,0.21756462286912565,0.45535771435222294,0.2377930914830973,4.122695799353546
Dppa3,0.069596685,0.116952114,0.9304033,0.116952114,0.12464282524194248,0.055942509673852836,-0.06870031556808964,0.09663025080781242
Zfp42,0.7450825,0.335303,0.2549175,0.335303,2.027501575378941,3.9342119810305163,1.9067104056515753,22.309996409701974
Jarid2,0.7472947,0.32103476,0.25270528,0.32103476,1.467173085131787,2.8439731168717928,1.3768000317400058,16.542616812841114
Klf2,0.4227508,0.27856588,0.57724917,0.27856588,0.14660775814526586,0.15069098949695844,0.0040832313516925844,1.7182951223264085
Klf4,0.51748544,0.39822426,0.48251456,0.39822426,1.1139111625088656,0.8667277646853597,-0.24718339782350585,1.3729189106015232
Nr0b1,0.44880265,0.37748203,0.55119735,0.37748203,0.2518057867810171,0.4960140816385965,0.2442082948575794,4.04509411704349
Fgf4,0.5583812,0.3524337,0.4416188,0.3524337,0.15561575602609107,0.11215850571703012,-0.043457250309060946,1.1097809919474138
Zic2,0.47002473,0.3801556,0.5299753,0.3801556,0.028925474195366375,0.045107794361525,0.01618232016615862,0.20804226291223762
Zic3,0.14142103,0.19949558,0.858579,0.19949558,0.06450372826055865,0.2532600157109213,0.18875628745036266,3.1772888136632793
Dppa2,0.19490586,0.29781574,0.8050941,0.29781574,0.3694173516531927,0.745730412266176,0.37631306061298325,1.8587680155918886
Dppa4,0.478964,0.34607863,0.521036,0.34607863,0.300186395114855,0.22344709202524948,-0.07673930308960553,0.12428578755705495
Dnmt3a,0.14565368,0.27708662,0.85434633,0.27708662,2.057395942340942,0.6695790055570274,-1.3878169367839144,2.9432425501359147
Dnmt3b,0.46151125,0.41416273,0.53848875,0.41416273,1.9527341535052554,1.1455820313636613,-0.807152122141594,1.1079961019644027
Fgf5,0.013142672,0.06724894,0.98685735,0.06724894,0.027298306800414684,0.02196037357074271,-0.0053379332296719754,0.0032620403138939225
Pou3f1,0.03041861,0.10268564,0.96958137,0.10268564,0.06590506258001136,0.06052195164528223,-0.005383110934729131,0.008955223880596481
Cer1,0.007304744,0.025917811,0.9926953,0.025917811,0.010521307660997882,0.0072095662040673435,-0.0033117414569305385,0.00597014925373081
Wnt8a,0.08508654,0.20316805,0.9149135,0.20316805,0.002336224010806765,0.0018503971371213726,-0.00048582687368539223,0.002985074626865138
Cd24a,0.123366386,0.25216144,0.87663364,0.25216144,0.2249553690404926,0.12768904017922048,-0.09726632886127212,0.16674360157972698
Sox1,0.9947004,0.01682451,0.005299628,0.01682451,0.014448244479216157,0.019193506153443292,0.004745261674227135,0.08907011335077186
Hoxb2,0.014083404,0.052059963,0.9859166,0.052059963,0.04158515524264793,0.02266445550027642,-0.018920699742371507,0.042591167871980286
Meis1,0.003564299,0.02022616,0.9964357,0.02022616,0.04289404541845192,0.022565534898606333,-0.020328510519845584,0.023778017130840618
Nes,0.17346177,0.29320842,0.8265382,0.29320842,0.051666121028745675,0.05419685199732299,0.0025307309685773174,0.06983638508488384
Ascl1,0.17698751,0.15059718,0.8230125,0.15059718,0.0,0.0,0.0,0.0
Pax6,0.99553746,0.016991738,0.00446254,0.016991738,0.03031539423912611,0.08176660556864797,0.05145121132952186,0.41924398625429515
Sox11,0.99627537,0.023067566,0.0037246346,0.023067566,0.045784925325105245,0.11746239562421737,0.07167747029911212,0.06296353285120523
Hoxa1,0.82072407,0.14514704,0.17927593,0.14514704,0.05124468613665907,0.03940531261819555,-0.011839373518463522,0.3883161512027488
Sox9,0.42148653,0.24587703,0.5785135,0.24587703,0.1052631578947357,0.1052631578947357,0.0,0.0
Cdh2,0.99899143,0.007951716,0.0010085702,0.007951716,0.05503630151735592,0.18004422332780465,0.12500792181044873,0.15280299533261518
Pdgfra,0.9086631,0.24125372,0.091336906,0.24125372,0.007000609612768515,0.007186290768380323,0.00018568115561180733,0.008955223880596481
Fst,0.6813702,0.38273728,0.3186298,0.38273728,0.0066283709808659455,0.025864827907247194,0.01923645692638125,0.05220290301071537
Sparc,0.953657,0.1621919,0.04634303,0.1621919,3.6082613773651477,0.33999010793983425,-3.2682712694253135,10.669374775605835
Col4a2,0.9980905,0.011985283,0.0019094944,0.011985283,0.019628182978528388,0.024229728550231065,0.004601545571702677,0.00506744627378518
Gata4,0.36965188,0.20072128,0.6303481,0.20072128,0.0,0.0,0.0,0.0
Gata6,0.07730286,0.14598763,0.9226971,0.14598763,0.02314020621593725,0.012958598818771613,-0.010181607397165638,0.022423962660922173
Sox17,0.0034979116,0.016222235,0.9965021,0.016222235,0.004228618414843728,0.0021006080707573244,-0.0021280103440864035,0.0004513514899728145
Krt8,0.23509412,0.35402822,0.76490587,0.35402822,0.13629092373385088,0.06341683395886054,-0.07287408977499034,0.05914756116325481
Lamb1,0.9968778,0.019951668,0.0031222105,0.019951668,0.022910354321454204,0.011981030519915042,-0.010929323801539163,0.042068010463147135
Dab2,0.022270866,0.0974974,0.97772914,0.0974974,0.002558142089974768,0.0025602979255767815,2.155835602013576e-06,0.005518797763757995
