Gene,Alpha_mean,Alpha_std,Beta_mean,Beta_std,EMD_Bursty,EMD_OT,Delta_EMD,OT_difficulty
Pou5f1,0.93881834,0.18780325,0.061181664,0.18780325,4.982592835068101,2.9737593063051797,-2.0088335287629215,0.9306084359835761
Sox2,0.8644175,0.24329872,0.1355825,0.24329872,5.028847722550234,4.826098673300071,-0.2027490492501629,46.775961179543735
Esrrb,0.6043027,0.2988444,0.3956973,0.2988444,0.7162157861123412,0.6922682685861099,-0.023947517526231255,12.784919746173628
Dppa3,0.14317317,0.2542169,0.85682684,0.2542169,0.045175656104022494,0.06050090857767809,0.015325252473655598,1.2499066815975928
Zfp42,0.07143363,0.22158451,0.92856634,0.22158451,7.916017549811519,10.240766028015733,2.3247484782042136,6.792833146696458
Jarid2,0.2157903,0.32139844,0.7842097,0.32139844,8.556091718174871,14.588942036272181,6.03285031809731,7.6989548338932465
Klf2,0.83052635,0.2364479,0.16947365,0.2364479,3.760154329245466,2.469508397727612,-1.290645931517854,22.15961179544552
Klf4,0.6124692,0.3216527,0.3875308,0.3216527,2.61178056294248,3.646007109840736,1.0342265468982559,14.434901082493095
Nr0b1,0.44620407,0.3541424,0.55379593,0.3541424,1.741041785954289,1.4280391041247715,-0.3130026818295175,0.4914147069802161
Fgf4,0.61793995,0.31529742,0.38206005,0.31529742,0.3885652859369978,0.29680079213859945,-0.09176449379839835,7.18294139604315
Zic2,0.51518774,0.36372787,0.48481226,0.36372787,0.19207969055225757,0.3533092516142656,0.161229561062008,0.17383351997013796
Zic3,0.9171495,0.23090346,0.082850516,0.23090346,4.938682306996123,3.118635325147048,-1.8200469818490745,0.33665546845837957
Dppa2,0.012298738,0.04399996,0.98770124,0.04399996,1.9407648403829654,4.235508406548665,2.2947435661656996,7.697275102650239
Dppa4,0.07073476,0.12683533,0.92926526,0.12683533,0.24906778983847183,0.1979658445361761,-0.051101945302295726,0.6024636058230681
Dnmt3a,0.03300569,0.14198336,0.9669943,0.14198336,0.2696368774252968,0.12850309622102188,-0.14113378120427492,1.132698768197089
Dnmt3b,0.35424715,0.42761546,0.64575285,0.42761546,0.32595429125183245,0.7161561430436252,0.39020185179179273,0.684994400895857
Fgf5,0.03648938,0.07986268,0.96351063,0.07986268,0.02950668836130415,0.015588061465721054,-0.013918626895583095,0.017207913400522575
Pou3f1,0.1820747,0.16631205,0.81792533,0.16631205,0.035227272815197656,0.010638297872340436,-0.024588974942857222,0.07017543859649121
Cer1,0.021722801,0.0700148,0.9782772,0.0700148,0.0025992433990719276,0.004432624113475181,0.0018333807144032535,0.0034341172079133983
Wnt8a,0.28972366,0.18494347,0.71027637,0.18494347,0.001052674288672289,0.0012120249814754221,0.00015935069280313316,0.0035087719298245606
Cd24a,0.83898795,0.29107073,0.16101205,0.29107073,0.04296198917441595,0.07102298789739071,0.02806099872297476,0.9311310190369433
Sox1,0.47737017,0.40041542,0.52262986,0.40041542,0.00690145635053495,0.005910165484633576,-0.0009912908659013746,0.010451661067562524
Hoxb2,0.28875634,0.36206114,0.7112436,0.36206114,0.0026035010894936016,0.0026595744680851085,5.60733785915069e-05,0.010638297872340222
Meis1,0.9980127,0.014404014,0.0019872785,0.014404014,0.018303889657021594,0.0032944762005576765,-0.015009413456463918,0.03926838372526736
Nes,0.17638189,0.2792294,0.8236181,0.2792294,0.02794160416638994,0.029726368159204,0.0017847639928140618,0.06830907054871097
Ascl1,0.20449646,0.18150724,0.79550356,0.18150724,0.0,0.0,0.0,0.0
Pax6,0.99318016,0.028331907,0.0068198442,0.028331907,1.1208658743661412e-06,0.008348108747044926,0.00834698788117056,0.03157894736842108
Sox11,0.99597955,0.031877644,0.0040204525,0.031877644,0.04517553054125456,0.019413570445644134,-0.025761960095610426,0.09757372153788714
Hoxa1,0.46302316,0.40800765,0.5369768,0.40800765,0.043484756707634124,0.045877659574468,0.002392902866833878,0.020977976857035802
Sox9,0.5592376,0.21617311,0.4407624,0.21617311,0.015925491037151063,0.026743498817966924,0.010818007780815861,0.10526315789473656
Cdh2,0.99921864,0.0074204896,0.0007813573,0.0074204896,0.03954713108156434,0.04961032602942603,0.01006319494786169,0.010675625233295804
Pdgfra,0.0598293,0.16633652,0.9401707,0.16633652,0.008856073432517212,0.003636074944426625,-0.005219998488090587,0.007092198581560079
Fst,0.7201878,0.26575002,0.27981222,0.26575002,0.3254370132933292,0.07989176458134864,-0.24554524871198055,0.48100037327359757
Sparc,0.9936691,0.039665993,0.0063309073,0.039665993,3.6329718001927227,3.8886176387562634,0.25564583856354073,0.47271369914145667
Col4a2,0.9952821,0.02495168,0.0047178864,0.02495168,0.004225504414133096,0.006131796690307336,0.0019062922761742401,0.024486748786860763
Gata4,0.058669053,0.14318977,0.94133097,0.14318977,0.00011759671314366895,0.0008865248226950354,0.0007689281095513665,0.0035460992907799375
Gata6,0.9268454,0.08636564,0.07315463,0.08636564,0.016845666884778003,0.00982785540383137,-0.007017811480946634,0.007017543859649122
Sox17,0.1412383,0.14319332,0.85876167,0.14319332,0.0029850746268654926,0.0029850746268654926,0.0,0.0
Krt8,0.17804413,0.27468896,0.82195586,0.27468896,0.06937112805186851,0.05463837726262137,-0.014732750789247143,0.010824934677117922
Lamb1,0.99671537,0.02242887,0.0032846332,0.02242887,0.0339894900310895,0.02368675240817156,-0.010302737622917942,0.010227696901829035
Dab2,0.10291379,0.21795444,0.8970862,0.21795444,0.0007184041210294178,0.0035460992907801452,0.0028276951697507272,7.465472191095805e-05
