Interval,Delta_EMD_mean,Weighted_performance,Total_difficulty,Bursty_better_genes,OT_better_genes
0-6-12,-0.41131007628351823,-0.3370246736291111,133.56715192235671,13,23
6-12-24,-0.08904736220283918,-0.7038866553488108,89.11312509616101,16,22
12-24-36,-0.11751805336827571,-0.8514614864963876,66.93727282277554,15,25
24-36-48,-0.15317904757077747,-0.20233917719751163,54.54180158050757,12,26
36-48-60,0.03075521603618707,0.3741118978506354,79.32680792261614,23,14
48-60-72,-0.09538500887449101,-1.31049679770312,67.93554036408318,12,24
60-72-96,0.2920621351941039,5.803808325934001,752.0310954252527,17,21
